cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord-001476,sha-237912,arXiv,immunity clinical trial in elderly: a comprehensive analysis,10.1000/478147,PMC3283630,,cc-by-sa,This study investigates clinical in the context of pandemic response. Methods included analysis of 4618 participants over 11 months. Results show significant findings related to clinical management and treatment outcomes.,2022-12-05 21:48:10.445222608,"Author76, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,WHO-781608,arxiv:3848.9305,pdf_json/2952.json,pmc_json/PMC6147828.json,https://example.com/paper/1476,s2-320568122
cord-001477,sha-596586,Elsevier,public health case series in children: a comprehensive analysis,10.1000/313065,PMC9903115,,cc-by-nc,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 4101 participants over 4 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-12-06 15:42:13.866933472,"Author77, J.; Smith, A.; Johnson, B.",PLOS ONE,,WHO-877373,,pdf_json/2693.json,pmc_json/PMC7873353.json,https://example.com/paper/1477,s2-257159314
cord-001478,sha-655728,arXiv,treatment cross-sectional study in immunocompromised patients: a comprehensive analysis,10.1000/882086,PMC6561995,30778094.0,els-covid,This study investigates prevention in the context of pandemic response. Methods included analysis of 4638 participants over 11 months. Results show significant findings related to prevention management and treatment outcomes.,2022-12-07 09:36:17.288644320,"Author78, J.; Smith, A.; Johnson, B.",The Lancet,2001027299.0,WHO-176202,,pdf_json/9263.json,,https://example.com/paper/1478,s2-312719301
cord-001479,sha-659471,PMC,treatment clinical trial in adults: a comprehensive analysis,10.1000/505519,PMC6840210,68314516.0,els-covid,This study investigates coronavirus in the context of pandemic response. Methods included analysis of 1946 participants over 6 months. Results show significant findings related to coronavirus management and treatment outcomes.,2022-12-08 03:30:20.710355184,"Author79, J.; Smith, A.; Johnson, B.",Cell,2776504140.0,,,,,https://example.com/paper/1479,s2-374508443
cord-001480,sha-982604,Elsevier,outbreak meta-analysis in immunocompromised patients: a comprehensive analysis,10.1000/674989,,,els-covid,This study investigates infection in the context of pandemic response. Methods included analysis of 929 participants over 19 months. Results show significant findings related to infection management and treatment outcomes.,2022-12-08 21:24:24.132066032,"Author80, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,9034147056.0,,,,pmc_json/PMC8431788.json,https://example.com/paper/1480,s2-585426937
cord-001481,sha-757749,arXiv,respiratory meta-analysis in immunocompromised patients: a comprehensive analysis,10.1000/936943,PMC9436438,44473851.0,cc-by,This study investigates vaccine in the context of pandemic response. Methods included analysis of 1698 participants over 3 months. Results show significant findings related to vaccine management and treatment outcomes.,2022-12-09 15:18:27.553776896,"Author81, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,5211332114.0,,,,,https://example.com/paper/1481,s2-855384204
cord-001482,sha-738803,arXiv,epidemiology meta-analysis in adults: a comprehensive analysis,10.1000/180664,PMC6009834,20492836.0,cc-by-sa,This study investigates pandemic in the context of pandemic response. Methods included analysis of 1409 participants over 16 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-12-10 09:12:30.975487744,"Author82, J.; Smith, A.; Johnson, B.",Nature Microbiology,5325860807.0,,arxiv:2509.3319,,,https://example.com/paper/1482,s2-847106995
cord-001483,sha-485327,Elsevier,symptoms systematic review in elderly: a comprehensive analysis,10.1000/511496,PMC2715027,71657758.0,cc-by,This study investigates pandemic in the context of pandemic response. Methods included analysis of 4292 participants over 17 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-12-11 03:06:34.397198608,"Author83, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,,WHO-130949,,,,https://example.com/paper/1483,s2-585439997
cord-001484,sha-428443,arXiv,therapeutic cross-sectional study in pregnant women: a comprehensive analysis,10.1000/139427,PMC4457134,,els-covid,This study investigates antibody in the context of pandemic response. Methods included analysis of 2759 participants over 23 months. Results show significant findings related to antibody management and treatment outcomes.,2022-12-11 21:00:37.818909456,"Author84, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,9781036694.0,,,,,https://example.com/paper/1484,s2-515432252
cord-001485,sha-844821,arXiv,outbreak systematic review in elderly: a comprehensive analysis,10.1000/197180,PMC5034331,31038318.0,els-covid,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 3549 participants over 4 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-12-12 14:54:41.240620320,"Author85, J.; Smith, A.; Johnson, B.",Science,7273654487.0,,,pdf_json/9920.json,,https://example.com/paper/1485,s2-502573356
cord-001486,sha-739791,Elsevier,pandemic clinical trial in immunocompromised patients: a comprehensive analysis,10.1000/727838,PMC7886284,41646748.0,arxiv,This study investigates infection in the context of pandemic response. Methods included analysis of 1494 participants over 2 months. Results show significant findings related to infection management and treatment outcomes.,2022-12-13 08:48:44.662331168,"Author86, J.; Smith, A.; Johnson, B.",The Lancet,3311720829.0,WHO-425515,,pdf_json/4663.json,,https://example.com/paper/1486,s2-859996038
cord-001487,sha-139023,arXiv,coronavirus case series in patients: a comprehensive analysis,10.1000/177952,PMC7856716,43557900.0,cc-by,This study investigates prevention in the context of pandemic response. Methods included analysis of 1239 participants over 21 months. Results show significant findings related to prevention management and treatment outcomes.,2022-12-14 02:42:48.084042016,"Author87, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,7857791344.0,,,pdf_json/7694.json,,https://example.com/paper/1487,s2-428218321
cord-001488,sha-281101,arXiv,coronavirus cross-sectional study in elderly: a comprehensive analysis,10.1000/166046,PMC2313981,,cc-by-nc,This study investigates transmission in the context of pandemic response. Methods included analysis of 508 participants over 16 months. Results show significant findings related to transmission management and treatment outcomes.,2022-12-14 20:36:51.505752880,"Author88, J.; Smith, A.; Johnson, B.",Virology,1857407117.0,WHO-412510,,pdf_json/7160.json,,https://example.com/paper/1488,s2-471028231
cord-001489,sha-402085,bioRxiv,symptoms cross-sectional study in adults: a comprehensive analysis,10.1000/206918,,29665209.0,cc-by-sa,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 1075 participants over 10 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-12-15 14:30:54.927463728,"Author89, J.; Smith, A.; Johnson, B.",PLOS ONE,,,,,pmc_json/PMC4787005.json,https://example.com/paper/1489,s2-544579751
cord-001490,sha-547166,bioRxiv,pandemic clinical trial in adults: a comprehensive analysis,10.1000/921632,PMC8997294,21326949.0,cc-by-nc,This study investigates immunity in the context of pandemic response. Methods included analysis of 121 participants over 11 months. Results show significant findings related to immunity management and treatment outcomes.,2022-12-16 08:24:58.349174592,"Author90, J.; Smith, A.; Johnson, B.",The Lancet,,WHO-948716,,,,https://example.com/paper/1490,s2-676744431
cord-001491,sha-842319,PMC,respiratory meta-analysis in elderly: a comprehensive analysis,10.1000/429586,PMC2615263,66091480.0,cc-by-nc,This study investigates respiratory in the context of pandemic response. Methods included analysis of 1898 participants over 17 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-12-17 02:19:01.770885440,"Author91, J.; Smith, A.; Johnson, B.",Science,,,,,pmc_json/PMC1322142.json,https://example.com/paper/1491,s2-905094624
cord-001492,sha-176054,bioRxiv,SARS-CoV-2 systematic review in patients: a comprehensive analysis,10.1000/554887,PMC9116375,,cc-by-sa,This study investigates treatment in the context of pandemic response. Methods included analysis of 3791 participants over 20 months. Results show significant findings related to treatment management and treatment outcomes.,2022-12-17 20:13:05.192596304,"Author92, J.; Smith, A.; Johnson, B.",Cell,1697954323.0,,,pdf_json/7308.json,pmc_json/PMC4713759.json,https://example.com/paper/1492,s2-152928727
cord-001493,sha-427507,bioRxiv,clinical cross-sectional study in adults: a comprehensive analysis,10.1000/715358,PMC6835224,93121884.0,els-covid,This study investigates antibody in the context of pandemic response. Methods included analysis of 1348 participants over 7 months. Results show significant findings related to antibody management and treatment outcomes.,2022-12-18 14:07:08.614307152,"Author93, J.; Smith, A.; Johnson, B.",Nature Communications,8437423145.0,,,pdf_json/4145.json,pmc_json/PMC9671139.json,https://example.com/paper/1493,s2-292515945
cord-001494,sha-601772,PMC,vaccine cross-sectional study in pregnant women: a comprehensive analysis,10.1000/682456,PMC8981415,91975891.0,arxiv,This study investigates transmission in the context of pandemic response. Methods included analysis of 3076 participants over 13 months. Results show significant findings related to transmission management and treatment outcomes.,2022-12-19 08:01:12.036018016,"Author94, J.; Smith, A.; Johnson, B.",Nature Microbiology,4043545673.0,,,pdf_json/9545.json,pmc_json/PMC5776785.json,https://example.com/paper/1494,s2-757748198
cord-001495,sha-686030,arXiv,transmission systematic review in adults: a comprehensive analysis,10.1000/934754,PMC1822317,16037240.0,els-covid,This study investigates symptoms in the context of pandemic response. Methods included analysis of 2670 participants over 23 months. Results show significant findings related to symptoms management and treatment outcomes.,2022-12-20 01:55:15.457728864,"Author95, J.; Smith, A.; Johnson, B.",Cell,,,,,,https://example.com/paper/1495,s2-541583293
cord-001496,sha-591112,arXiv,antiviral case series in patients: a comprehensive analysis,10.1000/170246,PMC5635892,61708771.0,els-covid,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 2339 participants over 11 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2022-12-20 19:49:18.879439728,"Author96, J.; Smith, A.; Johnson, B.",Nature,9005013961.0,,,pdf_json/4731.json,,https://example.com/paper/1496,s2-548187021
cord-001497,sha-669503,bioRxiv,respiratory cross-sectional study in immunocompromised patients: a comprehensive analysis,10.1000/794252,PMC9663330,,cc-by,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 1535 participants over 16 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-12-21 13:43:22.301150576,"Author97, J.; Smith, A.; Johnson, B.",The Lancet,9309133226.0,,,,pmc_json/PMC4633010.json,https://example.com/paper/1497,s2-211912112
cord-001498,sha-934289,PMC,antiviral case series in adults: a comprehensive analysis,10.1000/639871,,14722408.0,cc-by-nc,This study investigates infection in the context of pandemic response. Methods included analysis of 1490 participants over 7 months. Results show significant findings related to infection management and treatment outcomes.,2022-12-22 07:37:25.722861440,"Author98, J.; Smith, A.; Johnson, B.",Nature Medicine,5259656525.0,,,,,https://example.com/paper/1498,s2-560975666
cord-001499,sha-941908,arXiv,clinical observational study in elderly: a comprehensive analysis,10.1000/444864,PMC9350177,,cc-by-nc,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 1199 participants over 14 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-12-23 01:31:29.144572288,"Author99, J.; Smith, A.; Johnson, B.",Virology,4346667466.0,,,pdf_json/1177.json,,https://example.com/paper/1499,s2-518986685
cord-001500,sha-259245,medRxiv,diagnosis meta-analysis in children: a comprehensive analysis,10.1000/548431,,,cc-by-nc,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 2022 participants over 11 months. Results show significant findings related to diagnosis management and treatment outcomes.,2022-12-23 19:25:32.566283152,"Author0, J.; Smith, A.; Johnson, B.",Cell,,,,pdf_json/9992.json,pmc_json/PMC5697179.json,https://example.com/paper/1500,s2-497362692
cord-001501,sha-502611,Elsevier,immunity cohort study in elderly: a comprehensive analysis,10.1000/780213,PMC3804716,33808507.0,arxiv,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 4268 participants over 6 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-12-24 13:19:35.987994000,"Author1, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,,,,pmc_json/PMC5285562.json,https://example.com/paper/1501,s2-208893906
cord-001502,sha-946200,Elsevier,pandemic cross-sectional study in patients: a comprehensive analysis,10.1000/499325,,98876138.0,arxiv,This study investigates infection in the context of pandemic response. Methods included analysis of 3938 participants over 9 months. Results show significant findings related to infection management and treatment outcomes.,2022-12-25 07:13:39.409704848,"Author2, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,4839724008.0,,,pdf_json/1937.json,,https://example.com/paper/1502,s2-279950274
cord-001503,sha-341443,Elsevier,vaccine case series in immunocompromised patients: a comprehensive analysis,10.1000/339285,PMC2676093,74785435.0,arxiv,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 2704 participants over 12 months. Results show significant findings related to epidemiology management and treatment outcomes.,2022-12-26 01:07:42.831415712,"Author3, J.; Smith, A.; Johnson, B.",The Lancet,4667139184.0,,,pdf_json/8202.json,,https://example.com/paper/1503,s2-729785088
cord-001504,sha-577959,bioRxiv,epidemiology cohort study in pregnant women: a comprehensive analysis,10.1000/421901,,48106836.0,cc-by-sa,This study investigates vaccine in the context of pandemic response. Methods included analysis of 2332 participants over 4 months. Results show significant findings related to vaccine management and treatment outcomes.,2022-12-26 19:01:46.253126560,"Author4, J.; Smith, A.; Johnson, B.",Nature Communications,,WHO-195363,,pdf_json/2974.json,,https://example.com/paper/1504,s2-492993895
cord-001505,sha-203591,Elsevier,vaccine systematic review in elderly: a comprehensive analysis,10.1000/893091,,85314714.0,arxiv,This study investigates pandemic in the context of pandemic response. Methods included analysis of 4971 participants over 23 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-12-27 12:55:49.674837424,"Author5, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,,,,,,https://example.com/paper/1505,s2-201562216
cord-001506,sha-349045,Elsevier,public health cohort study in patients: a comprehensive analysis,10.1000/363382,,98846748.0,cc-by,This study investigates prevention in the context of pandemic response. Methods included analysis of 3032 participants over 4 months. Results show significant findings related to prevention management and treatment outcomes.,2022-12-28 06:49:53.096548272,"Author6, J.; Smith, A.; Johnson, B.",Virology,2296355567.0,,,,pmc_json/PMC5407351.json,https://example.com/paper/1506,s2-804836708
cord-001507,sha-670517,medRxiv,therapeutic observational study in immunocompromised patients: a comprehensive analysis,10.1000/745558,PMC1255672,24714486.0,cc-by,This study investigates antibody in the context of pandemic response. Methods included analysis of 3069 participants over 1 months. Results show significant findings related to antibody management and treatment outcomes.,2022-12-29 00:43:56.518259136,"Author7, J.; Smith, A.; Johnson, B.",Nature Microbiology,,,arxiv:7206.2647,,,https://example.com/paper/1507,s2-791793760
cord-001508,sha-998138,arXiv,pandemic cross-sectional study in pregnant women: a comprehensive analysis,10.1000/115064,PMC1454064,34173532.0,els-covid,This study investigates public health in the context of pandemic response. Methods included analysis of 101 participants over 18 months. Results show significant findings related to public health management and treatment outcomes.,2022-12-29 18:37:59.939969984,"Author8, J.; Smith, A.; Johnson, B.",Nature Medicine,5519853383.0,WHO-510142,,,,https://example.com/paper/1508,s2-313592368
cord-001509,sha-162583,medRxiv,symptoms systematic review in elderly: a comprehensive analysis,10.1000/262187,,,els-covid,This study investigates infection in the context of pandemic response. Methods included analysis of 4069 participants over 3 months. Results show significant findings related to infection management and treatment outcomes.,2022-12-30 12:32:03.361680848,"Author9, J.; Smith, A.; Johnson, B.",JAMA,9694034244.0,,,,,https://example.com/paper/1509,s2-188043256
cord-001510,sha-355931,bioRxiv,respiratory clinical trial in elderly: a comprehensive analysis,10.1000/787312,,38516502.0,els-covid,This study investigates prevention in the context of pandemic response. Methods included analysis of 721 participants over 10 months. Results show significant findings related to prevention management and treatment outcomes.,2022-12-31 06:26:06.783391696,"Author10, J.; Smith, A.; Johnson, B.",Nature Medicine,9033109248.0,,,,,https://example.com/paper/1510,s2-224133357
cord-001511,sha-259996,Elsevier,SARS-CoV-2 cross-sectional study in pregnant women: a comprehensive analysis,10.1000/760980,PMC1678627,69948418.0,els-covid,This study investigates symptoms in the context of pandemic response. Methods included analysis of 3072 participants over 5 months. Results show significant findings related to symptoms management and treatment outcomes.,2023-01-01 00:20:10.205102560,"Author11, J.; Smith, A.; Johnson, B.",Nature Microbiology,,,,,,https://example.com/paper/1511,s2-454006928
cord-001512,sha-750299,arXiv,transmission systematic review in elderly: a comprehensive analysis,10.1000/724078,,89232863.0,cc-by,This study investigates pandemic in the context of pandemic response. Methods included analysis of 1124 participants over 21 months. Results show significant findings related to pandemic management and treatment outcomes.,2023-01-01 18:14:13.626813408,"Author12, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,,,arxiv:4128.2979,,pmc_json/PMC7241121.json,https://example.com/paper/1512,s2-364352094
cord-001513,sha-566185,Elsevier,respiratory cohort study in patients: a comprehensive analysis,10.1000/989417,PMC6779990,,els-covid,This study investigates pandemic in the context of pandemic response. Methods included analysis of 4736 participants over 17 months. Results show significant findings related to pandemic management and treatment outcomes.,2023-01-02 12:08:17.048524272,"Author13, J.; Smith, A.; Johnson, B.",Journal of Virology,8586193776.0,WHO-352790,,pdf_json/1867.json,pmc_json/PMC5070738.json,https://example.com/paper/1513,s2-155488962
cord-001514,sha-392248,Elsevier,prevention meta-analysis in children: a comprehensive analysis,10.1000/144258,PMC1132508,52333345.0,cc-by,This study investigates immunity in the context of pandemic response. Methods included analysis of 2036 participants over 10 months. Results show significant findings related to immunity management and treatment outcomes.,2023-01-03 06:02:20.470235120,"Author14, J.; Smith, A.; Johnson, B.",Nature Communications,,WHO-736465,arxiv:7081.8832,,pmc_json/PMC5859106.json,https://example.com/paper/1514,s2-466351628
cord-001515,sha-864948,bioRxiv,diagnosis systematic review in elderly: a comprehensive analysis,10.1000/759830,,30947292.0,arxiv,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 1051 participants over 23 months. Results show significant findings related to diagnosis management and treatment outcomes.,2023-01-03 23:56:23.891945968,"Author15, J.; Smith, A.; Johnson, B.",Nature,,,,,pmc_json/PMC9891870.json,https://example.com/paper/1515,s2-956087460
cord-001516,sha-924026,Elsevier,vaccine cohort study in patients: a comprehensive analysis,10.1000/911100,PMC9738769,98741958.0,arxiv,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 2226 participants over 3 months. Results show significant findings related to epidemiology management and treatment outcomes.,2023-01-04 17:50:27.313656832,"Author16, J.; Smith, A.; Johnson, B.",BMJ,,,,,pmc_json/PMC3543086.json,https://example.com/paper/1516,s2-438002821
cord-001517,sha-365808,PMC,COVID-19 cross-sectional study in patients: a comprehensive analysis,10.1000/439403,,96939649.0,cc-by-sa,This study investigates immunity in the context of pandemic response. Methods included analysis of 4658 participants over 3 months. Results show significant findings related to immunity management and treatment outcomes.,2023-01-05 11:44:30.735367680,"Author17, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,,arxiv:8809.5521,,,https://example.com/paper/1517,s2-157277177
cord-001518,sha-896960,arXiv,public health meta-analysis in patients: a comprehensive analysis,10.1000/736480,PMC9090665,24836870.0,els-covid,This study investigates coronavirus in the context of pandemic response. Methods included analysis of 2382 participants over 1 months. Results show significant findings related to coronavirus management and treatment outcomes.,2023-01-06 05:38:34.157078544,"Author18, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,1006215752.0,,,pdf_json/5127.json,pmc_json/PMC3118160.json,https://example.com/paper/1518,s2-331086812
cord-001519,sha-783550,arXiv,transmission cross-sectional study in healthcare workers: a comprehensive analysis,10.1000/458720,PMC4299337,18548555.0,arxiv,This study investigates pandemic in the context of pandemic response. Methods included analysis of 4334 participants over 4 months. Results show significant findings related to pandemic management and treatment outcomes.,2023-01-06 23:32:37.578789392,"Author19, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,5412303684.0,,,pdf_json/3242.json,,https://example.com/paper/1519,s2-388575550
cord-001520,sha-821393,PMC,symptoms cross-sectional study in immunocompromised patients: a comprehensive analysis,10.1000/729769,PMC4910920,,arxiv,This study investigates prevention in the context of pandemic response. Methods included analysis of 1804 participants over 1 months. Results show significant findings related to prevention management and treatment outcomes.,2023-01-07 17:26:41.000500256,"Author20, J.; Smith, A.; Johnson, B.",Cell,9220567582.0,,,,,https://example.com/paper/1520,s2-799355640
cord-001521,sha-554377,bioRxiv,antiviral systematic review in immunocompromised patients: a comprehensive analysis,10.1000/997937,PMC7846602,78455432.0,cc-by-nc,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 4532 participants over 23 months. Results show significant findings related to therapeutic management and treatment outcomes.,2023-01-08 11:20:44.422211104,"Author21, J.; Smith, A.; Johnson, B.",Cell,,WHO-351594,,,,https://example.com/paper/1521,s2-293833224
cord-001522,sha-828537,Elsevier,treatment case series in pregnant women: a comprehensive analysis,10.1000/263118,,27627302.0,cc-by-nc,This study investigates transmission in the context of pandemic response. Methods included analysis of 501 participants over 21 months. Results show significant findings related to transmission management and treatment outcomes.,2023-01-09 05:14:47.843921968,"Author22, J.; Smith, A.; Johnson, B.",Nature,6720930841.0,,arxiv:9133.7632,,,https://example.com/paper/1522,s2-403094294
cord-001523,sha-752692,Elsevier,prevention clinical trial in elderly: a comprehensive analysis,10.1000/302049,PMC5537568,89686422.0,cc-by,This study investigates vaccine in the context of pandemic response. Methods included analysis of 1808 participants over 21 months. Results show significant findings related to vaccine management and treatment outcomes.,2023-01-09 23:08:51.265632816,"Author23, J.; Smith, A.; Johnson, B.",The Lancet,4501351202.0,WHO-414716,,pdf_json/3943.json,,https://example.com/paper/1523,s2-304155982
cord-001524,sha-301664,arXiv,transmission case series in patients: a comprehensive analysis,10.1000/871888,PMC5563207,90264981.0,cc-by-sa,This study investigates transmission in the context of pandemic response. Methods included analysis of 4745 participants over 11 months. Results show significant findings related to transmission management and treatment outcomes.,2023-01-10 17:02:54.687343680,"Author24, J.; Smith, A.; Johnson, B.",Science,,,arxiv:8398.7708,,pmc_json/PMC7147883.json,https://example.com/paper/1524,s2-798357365
cord-001525,sha-395043,bioRxiv,antibody cohort study in pregnant women: a comprehensive analysis,10.1000/570471,,,cc-by-nc,This study investigates transmission in the context of pandemic response. Methods included analysis of 2638 participants over 15 months. Results show significant findings related to transmission management and treatment outcomes.,2023-01-11 10:56:58.109054528,"Author25, J.; Smith, A.; Johnson, B.",JAMA,5740270760.0,,,pdf_json/2716.json,,https://example.com/paper/1525,s2-880854456
cord-001526,sha-957411,bioRxiv,clinical meta-analysis in adults: a comprehensive analysis,10.1000/105397,,78143880.0,cc-by-sa,This study investigates coronavirus in the context of pandemic response. Methods included analysis of 3570 participants over 20 months. Results show significant findings related to coronavirus management and treatment outcomes.,2023-01-12 04:51:01.530765392,"Author26, J.; Smith, A.; Johnson, B.",Nature Medicine,,,,,pmc_json/PMC3077714.json,https://example.com/paper/1526,s2-598961329
cord-001527,sha-641529,bioRxiv,coronavirus systematic review in immunocompromised patients: a comprehensive analysis,10.1000/986357,PMC3709266,19314502.0,arxiv,This study investigates public health in the context of pandemic response. Methods included analysis of 3807 participants over 17 months. Results show significant findings related to public health management and treatment outcomes.,2023-01-12 22:45:04.952476240,"Author27, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,6303580438.0,WHO-672945,,pdf_json/5177.json,,https://example.com/paper/1527,s2-168692462
cord-001528,sha-932643,Elsevier,prevention meta-analysis in immunocompromised patients: a comprehensive analysis,10.1000/707769,PMC3850442,90972183.0,cc-by,This study investigates outbreak in the context of pandemic response. Methods included analysis of 4289 participants over 1 months. Results show significant findings related to outbreak management and treatment outcomes.,2023-01-13 16:39:08.374187104,"Author28, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,9517463098.0,,arxiv:7250.8969,pdf_json/6940.json,pmc_json/PMC8164141.json,https://example.com/paper/1528,s2-866641722
cord-001529,sha-687760,bioRxiv,antibody cross-sectional study in patients: a comprehensive analysis,10.1000/253305,PMC5725673,,cc-by-sa,This study investigates antibody in the context of pandemic response. Methods included analysis of 1469 participants over 23 months. Results show significant findings related to antibody management and treatment outcomes.,2023-01-14 10:33:11.795897952,"Author29, J.; Smith, A.; Johnson, B.",Nature Microbiology,,,arxiv:1513.5231,,,https://example.com/paper/1529,s2-355282545
cord-001530,sha-305320,PMC,prevention observational study in healthcare workers: a comprehensive analysis,10.1000/576552,PMC8620898,84255653.0,cc-by-nc,This study investigates public health in the context of pandemic response. Methods included analysis of 2967 participants over 7 months. Results show significant findings related to public health management and treatment outcomes.,2023-01-15 04:27:15.217608800,"Author30, J.; Smith, A.; Johnson, B.",Cell,5679973619.0,,,pdf_json/6225.json,pmc_json/PMC6610876.json,https://example.com/paper/1530,s2-336338054
cord-001531,sha-131346,medRxiv,diagnosis meta-analysis in children: a comprehensive analysis,10.1000/422452,PMC1399104,19049919.0,arxiv,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 3794 participants over 5 months. Results show significant findings related to covid-19 management and treatment outcomes.,2023-01-15 22:21:18.639319664,"Author31, J.; Smith, A.; Johnson, B.",The Lancet,,WHO-292298,,,pmc_json/PMC3863880.json,https://example.com/paper/1531,s2-288401454
cord-001532,sha-705484,bioRxiv,epidemiology systematic review in elderly: a comprehensive analysis,10.1000/300798,PMC2430954,,els-covid,This study investigates antiviral in the context of pandemic response. Methods included analysis of 4225 participants over 16 months. Results show significant findings related to antiviral management and treatment outcomes.,2023-01-16 16:15:22.061030512,"Author32, J.; Smith, A.; Johnson, B.",BMJ,,,,,,https://example.com/paper/1532,s2-697734139
cord-001533,sha-466595,medRxiv,infection meta-analysis in elderly: a comprehensive analysis,10.1000/556435,PMC6917539,79032489.0,arxiv,This study investigates outbreak in the context of pandemic response. Methods included analysis of 914 participants over 13 months. Results show significant findings related to outbreak management and treatment outcomes.,2023-01-17 10:09:25.482741376,"Author33, J.; Smith, A.; Johnson, B.",Journal of Virology,,,,,,https://example.com/paper/1533,s2-192827224
cord-001534,sha-832484,Elsevier,symptoms cohort study in healthcare workers: a comprehensive analysis,10.1000/596574,PMC9410644,79333326.0,cc-by-nc,This study investigates clinical in the context of pandemic response. Methods included analysis of 521 participants over 10 months. Results show significant findings related to clinical management and treatment outcomes.,2023-01-18 04:03:28.904452224,"Author34, J.; Smith, A.; Johnson, B.",Nature,5747111648.0,,,pdf_json/8635.json,,https://example.com/paper/1534,s2-440696804
cord-001535,sha-989340,bioRxiv,COVID-19 cohort study in healthcare workers: a comprehensive analysis,10.1000/625418,,27665796.0,cc-by-nc,This study investigates transmission in the context of pandemic response. Methods included analysis of 1552 participants over 13 months. Results show significant findings related to transmission management and treatment outcomes.,2023-01-18 21:57:32.326163088,"Author35, J.; Smith, A.; Johnson, B.",Nature,,,,pdf_json/9345.json,,https://example.com/paper/1535,s2-365030486
cord-001536,sha-535436,arXiv,pandemic observational study in adults: a comprehensive analysis,10.1000/748581,PMC3091271,11414466.0,els-covid,This study investigates coronavirus in the context of pandemic response. Methods included analysis of 3820 participants over 18 months. Results show significant findings related to coronavirus management and treatment outcomes.,2023-01-19 15:51:35.747873936,"Author36, J.; Smith, A.; Johnson, B.",Nature Microbiology,,,,pdf_json/3314.json,pmc_json/PMC3445066.json,https://example.com/paper/1536,s2-610179658
cord-001537,sha-249014,Elsevier,public health cohort study in patients: a comprehensive analysis,10.1000/638359,PMC9371599,75642255.0,arxiv,This study investigates clinical in the context of pandemic response. Methods included analysis of 4051 participants over 17 months. Results show significant findings related to clinical management and treatment outcomes.,2023-01-20 09:45:39.169584800,"Author37, J.; Smith, A.; Johnson, B.",PLOS ONE,,WHO-378905,,pdf_json/8408.json,pmc_json/PMC1623581.json,https://example.com/paper/1537,s2-277085677
cord-001538,sha-935599,PMC,COVID-19 systematic review in elderly: a comprehensive analysis,10.1000/971949,PMC9379583,27596962.0,cc-by-sa,This study investigates public health in the context of pandemic response. Methods included analysis of 648 participants over 13 months. Results show significant findings related to public health management and treatment outcomes.,2023-01-21 03:39:42.591295648,"Author38, J.; Smith, A.; Johnson, B.",Nature,,,,,,https://example.com/paper/1538,s2-399408263
cord-001539,sha-922805,PMC,COVID-19 case series in elderly: a comprehensive analysis,10.1000/472384,,60089069.0,cc-by-sa,This study investigates antibody in the context of pandemic response. Methods included analysis of 2834 participants over 2 months. Results show significant findings related to antibody management and treatment outcomes.,2023-01-21 21:33:46.013006512,"Author39, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,,,,pmc_json/PMC6282043.json,https://example.com/paper/1539,s2-398586537
